PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;PERIODO_ANALISIS;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;018;06;48;02;16;06;28;000.5;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V
28;079;018;06;48;02;16;06;29;000.3;V;000.3;V;000.2;V;000.2;V;000.4;V;000.4;V;000.3;V;000.5;V;000.5;V;000.4;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;018;06;48;02;16;06;30;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;018;07;08;02;16;06;01;00001;V;00001;V;00003;V;00001;V;00002;V;00002;V;00002;V;00009;V;00025;V;00019;V;00015;V;00012;V;00011;V;00008;V;00006;V;00003;V;00004;V;00001;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V
28;079;018;07;08;02;16;06;02;00001;V;00001;V;00003;V;00003;V;00001;V;00001;V;00004;V;00013;V;00035;V;00046;V;00043;V;00014;V;00009;V;00005;V;00004;V;00003;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;018;07;08;02;16;06;03;00002;V;00017;V;00004;V;00006;V;00002;V;00002;V;00002;V;00007;V;00042;V;00047;V;00020;V;00017;V;00011;V;00003;V;00002;V;00001;V;00002;V;00003;V;00002;V;00003;V;00002;V;00002;V;00001;V;00001;V
28;079;018;07;08;02;16;06;04;00001;V;00002;V;00003;V;00001;V;00001;V;00001;V;00001;V;00002;V;00013;V;00009;V;00010;V;00008;V;00006;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00002;V;00001;V
28;079;018;07;08;02;16;06;05;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00004;V;00009;V;00007;V;00006;V;00006;V;00004;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00002;V;00001;V
28;079;018;07;08;02;16;06;06;00001;V;00008;V;00025;V;00002;V;00002;V;00002;V;00004;V;00030;V;00053;V;00064;V;00062;V;00035;V;00008;V;00003;V;00003;V;00002;V;00002;V;00004;V;00002;V;00002;V;00003;V;00002;V;00002;V;00001;V
28;079;018;07;08;02;16;06;07;00001;V;00002;V;00012;V;00013;V;00010;V;00006;V;00010;V;00031;V;00043;V;00024;V;00020;V;00015;V;00010;V;00004;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00001;V;00011;V;00020;V
28;079;018;07;08;02;16;06;08;00009;V;00010;V;00016;V;00025;V;00018;V;00013;V;00012;V;00049;V;00050;V;00036;V;00018;V;00015;V;00014;V;00007;V;00002;V;00002;V;00001;V;00001;V;00002;V;00004;V;00004;V;00002;V;00002;V;00001;V
28;079;018;07;08;02;16;06;09;00005;V;00008;V;00021;V;00014;V;00007;V;00001;V;00005;V;00021;V;00046;V;00046;V;00027;V;00015;V;00005;V;00003;V;00002;V;00002;V;00002;V;00003;V;00004;V;00007;V;00003;V;00004;V;00002;V;00001;V
28;079;018;07;08;02;16;06;10;00001;V;00001;V;00003;V;00001;V;00001;V;00001;V;00001;V;00003;V;00009;V;00005;V;00005;V;00004;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00001;V
28;079;018;07;08;02;16;06;11;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00005;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;018;07;08;02;16;06;12;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00002;V;00002;V
28;079;018;07;08;02;16;06;13;00001;V;00001;V;00003;V;00001;V;00001;V;00001;V;00002;V;00004;V;00008;V;00013;V;00010;V;00007;V;00006;V;00006;V;00005;V;00005;V;00003;V;00005;V;00003;V;00004;V;00004;V;00003;V;00003;V;00003;V
28;079;018;07;08;02;16;06;14;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00003;V;00002;V;00002;V;00003;V;00004;V;00004;V;00005;V;00004;V;00003;V;00002;V
28;079;018;07;08;02;16;06;15;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00002;V;00003;V;00006;V;00007;V;00005;V;00005;V;00003;V;00004;V;00004;V;00003;V;00003;V;00005;V;00003;V;00004;V;00004;V;00003;V;00004;V;00003;V
28;079;018;07;08;02;16;06;16;00002;V;00002;V;00003;V;00001;V;00002;V;00002;V;00002;V;00008;V;00015;V;00010;V;00005;V;00004;V;00004;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00002;V
28;079;018;07;08;02;16;06;17;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00004;V;00007;V;00006;V;00005;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00002;V;00003;V;00002;V;00002;V;00001;V
28;079;018;07;08;02;16;06;18;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00004;V;00004;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V
28;079;018;07;08;02;16;06;19;00001;V;00001;V;00003;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00004;V;00004;V;00004;V;00004;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00001;V
28;079;018;07;08;02;16;06;20;00001;V;00005;V;00001;V;00001;V;00001;V;00001;V;00004;V;00022;V;00027;V;00020;N;00020;V;00017;V;00020;V;00012;V;00006;V;00003;V;00002;V;00003;V;00005;V;00003;V;00002;V;00004;V;00003;V;00002;V
28;079;018;07;08;02;16;06;21;00002;V;00001;V;00005;V;00002;V;00001;V;00001;V;00002;V;00012;V;00033;V;00025;V;00010;V;00006;V;00005;V;00003;V;00002;V;00002;V;00001;V;00002;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V
28;079;018;07;08;02;16;06;22;00002;V;00002;V;00003;V;00002;V;00001;V;00003;V;00002;V;00004;V;00018;V;00017;V;00008;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00001;V;00002;V
28;079;018;07;08;02;16;06;23;00001;V;00004;V;00002;V;00002;V;00001;V;00001;V;00002;V;00004;V;00007;V;00007;V;00009;V;00008;V;00006;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00001;V
28;079;018;07;08;02;16;06;24;00001;V;00001;V;00008;V;00004;V;00003;V;00001;V;00007;V;00014;V;00039;V;00059;V;00038;V;00031;V;00012;V;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00002;V
28;079;018;07;08;02;16;06;25;00002;V;00001;V;00011;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00004;V;00005;V;00005;V;00005;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00004;V;00001;V
28;079;018;07;08;02;16;06;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00005;V;00004;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;018;07;08;02;16;06;27;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00005;V;00013;V;00014;V;00009;V;00007;V;00006;V;00005;V;00004;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00004;V;00006;V
28;079;018;07;08;02;16;06;28;00011;V;00001;V;00002;V;00001;V;00001;V;00001;V;00002;V;00015;V;00013;V;00014;V;00009;V;00010;V;00006;V;00005;V;00003;V;00002;V;00002;V;00002;V;00004;V;00004;V;00003;V;00001;V;00003;V;00015;V
28;079;018;07;08;02;16;06;29;00006;V;00002;V;00003;V;00001;V;00004;V;00006;V;00004;V;00031;V;00032;V;00030;V;00009;V;00004;V;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00004;V;00004;V;00002;V;00002;V;00002;V;00005;V
28;079;018;07;08;02;16;06;30;00001;V;00009;V;00001;V;00008;V;00001;V;00001;V;00006;V;00009;V;00023;V;00029;V;00026;V;00016;V;00004;V;00002;V;00002;V;00002;V;00003;V;00002;V;00003;V;00002;V;00002;V;00001;V;00002;V;00002;V
28;079;018;08;08;02;16;06;01;00015;V;00023;V;00025;V;00019;V;00019;V;00020;V;00025;V;00056;V;00066;V;00059;V;00057;V;00050;V;00047;V;00037;V;00033;V;00018;V;00015;V;00012;V;00019;V;00020;V;00026;V;00042;V;00048;V;00048;V
28;079;018;08;08;02;16;06;02;00029;V;00027;V;00045;V;00031;V;00022;V;00019;V;00040;V;00057;V;00071;V;00085;V;00092;V;00044;V;00044;V;00030;V;00020;V;00022;V;00022;V;00023;V;00022;V;00027;V;00034;V;00061;V;00061;V;00063;V
28;079;018;08;08;02;16;06;03;00081;V;00096;V;00068;V;00067;V;00058;V;00040;V;00036;V;00052;V;00083;V;00092;V;00065;V;00064;V;00053;V;00021;V;00016;V;00012;V;00013;V;00015;V;00016;V;00024;V;00025;V;00039;V;00057;V;00044;V
28;079;018;08;08;02;16;06;04;00028;V;00023;V;00023;V;00010;V;00009;V;00007;V;00017;V;00020;V;00033;V;00035;V;00045;V;00037;V;00030;V;00015;V;00011;V;00009;V;00008;V;00008;V;00010;V;00017;V;00017;V;00032;V;00047;V;00040;V
28;079;018;08;08;02;16;06;05;00034;V;00033;V;00049;V;00046;V;00028;V;00028;V;00040;V;00037;V;00033;V;00025;V;00025;V;00022;V;00016;V;00010;V;00011;V;00009;V;00006;V;00007;V;00009;V;00014;V;00019;V;00030;V;00034;V;00033;V
28;079;018;08;08;02;16;06;06;00039;V;00057;V;00072;V;00053;V;00051;V;00035;V;00034;V;00052;V;00064;V;00076;V;00093;V;00077;V;00028;V;00014;V;00012;V;00011;V;00010;V;00015;V;00015;V;00016;V;00023;V;00030;V;00038;V;00034;V
28;079;018;08;08;02;16;06;07;00036;V;00041;V;00059;V;00053;V;00050;V;00042;V;00050;V;00058;V;00071;V;00066;V;00063;V;00056;V;00042;V;00022;V;00015;V;00013;V;00012;V;00014;V;00015;V;00018;V;00029;V;00050;V;00090;V;00090;V
28;079;018;08;08;02;16;06;08;00083;V;00083;V;00070;V;00068;V;00059;V;00054;V;00053;V;00065;V;00072;V;00079;V;00069;V;00067;V;00060;V;00039;V;00020;V;00013;V;00012;V;00013;V;00020;V;00030;V;00040;V;00052;V;00072;V;00065;V
28;079;018;08;08;02;16;06;09;00074;V;00067;V;00074;V;00073;V;00063;V;00038;V;00046;V;00071;V;00085;V;00093;V;00088;V;00075;V;00036;V;00028;V;00014;V;00015;V;00013;V;00017;V;00022;V;00034;V;00032;V;00050;V;00060;V;00039;V
28;079;018;08;08;02;16;06;10;00030;V;00020;V;00027;V;00018;V;00016;V;00020;V;00020;V;00037;V;00045;V;00025;V;00023;V;00023;V;00017;V;00015;V;00015;V;00015;V;00012;V;00016;V;00021;V;00020;V;00025;V;00035;V;00052;V;00032;V
28;079;018;08;08;02;16;06;11;00038;V;00049;V;00018;V;00014;V;00010;V;00010;V;00014;V;00020;V;00025;V;00023;V;00015;V;00013;V;00012;V;00012;V;00012;V;00008;V;00007;V;00008;V;00013;V;00015;V;00018;V;00022;V;00032;V;00027;V
28;079;018;08;08;02;16;06;12;00027;V;00011;V;00012;V;00007;V;00007;V;00009;V;00012;V;00015;V;00023;V;00011;V;00012;V;00010;V;00007;V;00008;V;00008;V;00007;V;00006;V;00008;V;00009;V;00012;V;00014;V;00019;V;00017;V;00016;V
28;079;018;08;08;02;16;06;13;00016;V;00012;V;00005;V;00003;V;00002;V;00003;V;00006;V;00013;V;00022;V;00020;V;00014;V;00009;V;00009;V;00012;V;00010;V;00012;V;00010;V;00015;V;00014;V;00016;V;00016;V;00019;V;00017;V;00011;V
28;079;018;08;08;02;16;06;14;00012;V;00005;V;00005;V;00003;V;00003;V;00003;V;00007;V;00018;V;00021;V;00019;V;00012;V;00011;V;00012;V;00011;V;00010;V;00009;V;00011;V;00014;V;00013;V;00017;V;00020;V;00017;V;00019;V;00015;V
28;079;018;08;08;02;16;06;15;00011;V;00006;V;00004;V;00005;V;00005;V;00006;V;00009;V;00016;V;00020;V;00022;V;00015;V;00012;V;00009;V;00009;V;00009;V;00007;V;00008;V;00010;V;00011;V;00014;V;00018;V;00026;V;00032;V;00015;V
28;079;018;08;08;02;16;06;16;00011;V;00009;V;00008;V;00006;V;00012;V;00016;V;00018;V;00039;V;00041;V;00029;V;00014;V;00010;V;00010;V;00014;V;00010;V;00009;V;00011;V;00014;V;00018;V;00021;V;00020;V;00023;V;00038;V;00026;V
28;079;018;08;08;02;16;06;17;00015;V;00012;V;00013;V;00010;V;00011;V;00012;V;00022;V;00029;V;00032;V;00020;V;00014;V;00010;V;00011;V;00011;V;00008;V;00009;V;00012;V;00011;V;00013;V;00016;V;00021;V;00019;V;00018;V;00019;V
28;079;018;08;08;02;16;06;18;00014;V;00015;V;00014;V;00009;V;00009;V;00008;V;00012;V;00022;V;00020;V;00014;V;00014;V;00010;V;00008;V;00008;V;00009;V;00009;V;00008;V;00007;V;00010;V;00011;V;00014;V;00021;V;00022;V;00020;V
28;079;018;08;08;02;16;06;19;00021;V;00013;V;00015;V;00014;V;00011;V;00012;V;00013;V;00018;V;00019;V;00015;V;00014;V;00014;V;00016;V;00014;V;00013;V;00011;V;00006;V;00007;V;00008;V;00012;V;00016;V;00020;V;00020;V;00015;V
28;079;018;08;08;02;16;06;20;00016;V;00018;V;00021;V;00025;V;00020;V;00024;V;00045;V;00062;V;00062;V;00051;N;00052;V;00049;V;00054;V;00040;V;00027;V;00014;V;00012;V;00014;V;00021;V;00021;V;00026;V;00034;V;00051;V;00051;V
28;079;018;08;08;02;16;06;21;00044;V;00031;V;00027;V;00017;V;00014;V;00014;V;00030;V;00066;V;00077;V;00070;V;00043;V;00034;V;00027;V;00020;V;00017;V;00015;V;00010;V;00015;V;00015;V;00017;V;00030;V;00041;V;00060;V;00045;V
28;079;018;08;08;02;16;06;22;00028;V;00012;V;00012;V;00017;V;00012;V;00023;V;00024;V;00043;V;00064;V;00055;V;00034;V;00022;V;00018;V;00018;V;00014;V;00014;V;00015;V;00017;V;00021;V;00026;V;00032;V;00038;V;00030;V;00022;V
28;079;018;08;08;02;16;06;23;00012;V;00012;V;00012;V;00013;V;00009;V;00014;V;00025;V;00039;V;00040;V;00035;V;00039;V;00040;V;00034;V;00019;V;00013;V;00012;V;00012;V;00015;V;00015;V;00022;V;00021;V;00035;V;00057;V;00043;V
28;079;018;08;08;02;16;06;24;00031;V;00047;V;00062;V;00074;V;00064;V;00042;V;00054;V;00061;V;00076;V;00095;V;00097;V;00093;V;00057;V;00021;V;00015;V;00011;V;00012;V;00017;V;00019;V;00020;V;00026;V;00037;V;00043;V;00039;V
28;079;018;08;08;02;16;06;25;00048;V;00048;V;00063;V;00029;V;00010;V;00008;V;00009;V;00010;V;00019;V;00019;V;00022;V;00023;V;00024;V;00017;V;00013;V;00010;V;00009;V;00008;V;00009;V;00012;V;00019;V;00042;V;00100;V;00018;V
28;079;018;08;08;02;16;06;26;00012;V;00010;V;00008;V;00010;V;00007;V;00007;V;00010;V;00011;V;00014;V;00017;V;00015;V;00012;V;00010;V;00010;V;00009;V;00007;V;00008;V;00008;V;00014;V;00017;V;00020;V;00043;V;00024;V;00015;V
28;079;018;08;08;02;16;06;27;00012;V;00014;V;00013;V;00010;V;00014;V;00019;V;00028;V;00036;V;00048;V;00047;V;00035;V;00031;V;00031;V;00028;V;00028;V;00025;V;00016;V;00019;V;00018;V;00020;V;00023;V;00048;V;00099;V;00125;V
28;079;018;08;08;02;16;06;28;00101;V;00033;V;00027;V;00018;V;00025;V;00022;V;00035;V;00068;V;00058;V;00056;V;00043;V;00045;V;00041;V;00036;V;00019;V;00013;V;00014;V;00016;V;00026;V;00034;V;00031;V;00033;V;00061;V;00103;V
28;079;018;08;08;02;16;06;29;00079;V;00046;V;00038;V;00038;V;00056;V;00053;V;00050;V;00064;V;00070;V;00068;V;00034;V;00020;V;00020;V;00023;V;00016;V;00017;V;00016;V;00016;V;00022;V;00027;V;00028;V;00036;V;00033;V;00037;V
28;079;018;08;08;02;16;06;30;00032;V;00037;V;00020;V;00025;V;00036;V;00030;V;00051;V;00058;V;00070;V;00076;V;00078;V;00068;V;00026;V;00015;V;00013;V;00013;V;00017;V;00014;V;00019;V;00022;V;00028;V;00027;V;00032;V;00028;V
28;079;018;10;47;02;16;06;01;00015;V;00009;V;00009;V;00007;V;00008;V;00008;V;00010;V;00011;V;00013;V;00018;V;00018;V;00019;V;00020;V;00015;V;00014;V;00015;V;00013;V;00012;V;00009;V;00029;V;00040;V;00030;V;00010;V;00010;V
28;079;018;10;47;02;16;06;02;00009;V;00005;V;00007;V;00007;V;00007;V;00006;V;00010;V;00012;V;00010;V;00012;V;00020;V;00025;V;00009;V;00017;V;00018;V;00018;V;00014;V;00019;V;00010;V;00019;V;00053;V;00029;V;00015;V;00017;V
28;079;018;10;47;02;16;06;03;00015;V;00016;V;00017;V;00014;V;00010;V;00010;V;00012;V;00017;V;00018;V;00022;V;00025;V;00028;V;00025;V;00016;V;00024;V;00019;V;00018;V;00017;V;00017;V;00020;V;00028;V;00037;V;00033;V;00016;V
28;079;018;10;47;02;16;06;04;00011;V;00015;V;00014;V;00012;V;00011;V;00014;V;00012;V;00007;V;00008;V;00015;V;00018;V;00019;V;00020;V;00024;V;00011;V;00020;V;00015;V;00013;V;00016;V;00015;V;00014;V;00014;V;00014;V;00019;V
28;079;018;10;47;02;16;06;05;00012;V;00010;V;00013;V;00010;V;00008;V;00008;V;00010;V;00011;V;00010;V;00009;V;00010;V;00016;V;00015;V;00017;V;00028;V;00024;V;00013;V;00010;V;00015;V;00016;V;00013;V;00024;V;00026;V;00017;V
28;079;018;10;47;02;16;06;06;00010;V;00011;V;00014;V;00017;V;00013;V;00013;V;00011;V;00015;V;00019;V;00025;V;00030;V;00032;V;00025;V;00020;V;00021;V;00015;V;00016;V;00015;V;00021;V;00023;V;00022;V;00017;V;00013;V;00011;V
28;079;018;10;47;02;16;06;07;00011;V;00013;V;00012;V;00011;V;00012;V;00009;V;00010;V;00015;V;00020;V;00021;V;00023;V;00022;V;00021;V;00020;V;00032;V;00024;V;00016;V;00017;V;00007;V;00019;V;00021;V;00022;V;00016;V;00018;V
28;079;018;10;47;02;16;06;08;00016;V;00017;V;00017;V;00015;V;00015;V;00012;V;00010;V;00016;V;00019;V;00020;V;00022;V;00020;V;00032;V;00027;V;00033;V;00029;V;00023;V;00025;V;00022;V;00019;V;00020;V;00019;V;00019;V;00021;V
28;079;018;10;47;02;16;06;09;00019;V;00015;V;00011;V;00011;V;00007;V;00008;V;00012;V;00016;V;00020;V;00030;V;00001;M;00017;V;00018;V;00021;V;00022;V;00023;V;00029;V;00035;V;00037;V;00046;V;00059;V;00059;V;00043;V;00035;V
28;079;018;10;47;02;16;06;10;00030;V;00026;V;00021;V;00025;V;00019;V;00015;V;00013;V;00022;V;00023;V;00021;V;00025;V;00024;V;00028;V;00024;V;00022;V;00027;V;00024;V;00016;V;00020;V;00020;V;00024;V;00035;V;00043;V;00049;V
28;079;018;10;47;02;16;06;11;00019;V;00011;V;00012;V;00012;V;00012;V;00009;V;00009;V;00010;V;00014;V;00012;V;00012;V;00008;V;00007;V;00018;V;00024;V;00010;V;00009;V;00019;V;00020;V;00019;V;00031;V;00058;V;00043;V;00077;V
28;079;018;10;47;02;16;06;12;00053;V;00025;V;00010;V;00003;V;00003;V;00003;V;00006;V;00015;V;00005;V;00002;V;00002;V;00010;V;00023;V;00022;V;00014;V;00017;V;00016;V;00019;V;00021;V;00017;V;00022;V;00015;V;00014;V;00012;V
28;079;018;10;47;02;16;06;13;00013;V;00008;V;00009;V;00010;V;00009;V;00008;V;00009;V;00007;V;00009;V;00016;V;00012;V;00009;V;00013;V;00018;V;00033;V;00024;V;00012;V;00014;V;00018;V;00032;V;00024;V;00028;V;00021;V;00010;V
28;079;018;10;47;02;16;06;14;00012;V;00009;V;00009;V;00004;V;00005;V;00008;V;00013;V;00014;V;00023;V;00052;V;00042;V;00040;V;00036;V;00035;V;00058;V;00016;V;00010;V;00013;V;00016;V;00021;V;00023;V;00040;V;00011;V;00013;V
28;079;018;10;47;02;16;06;15;00003;V;00004;V;00006;V;00002;V;00001;V;00002;V;00001;V;00002;V;00005;V;00010;V;00004;V;00009;V;00013;V;00011;V;00013;V;00015;V;00015;V;00020;V;00016;V;00016;V;00017;V;00008;V;00004;V;00005;V
28;079;018;10;47;02;16;06;16;00004;V;00001;V;00002;V;00002;V;00001;V;00003;V;00004;V;00003;V;00009;V;00007;V;00004;V;00006;V;00010;V;00009;V;00010;V;00011;V;00002;V;00004;V;00005;V;00006;V;00001;V;00005;V;00007;V;00007;V
28;079;018;10;47;02;16;06;17;00004;V;00002;V;00004;V;00004;V;00004;V;00001;V;00002;V;00004;V;00005;V;00009;V;00006;V;00013;V;00013;V;00002;V;00003;V;00008;V;00009;V;00016;V;00006;V;00013;V;00014;V;00018;V;00024;V;00009;V
28;079;018;10;47;02;16;06;18;00007;V;00005;V;00005;V;00005;V;00006;V;00005;V;00006;V;00005;V;00005;V;00003;V;00009;V;00013;V;00006;V;00008;V;00014;V;00018;V;00012;V;00010;V;00008;V;00010;V;00014;V;00014;V;00013;V;00012;V
28;079;018;10;47;02;16;06;19;00006;V;00007;V;00005;N;00005;N;00004;N;00003;N;00002;N;00002;N;00003;N;00001;N;00001;N;00001;N;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M
28;079;018;10;47;02;16;06;20;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;M;00001;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;018;10;47;02;16;06;23;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00001;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;018;10;47;02;16;06;24;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00001;M;00013;N;00022;V;00018;V;00024;V;00024;V;00030;V;00035;V;00039;V;00056;V;00047;V
28;079;018;10;47;02;16;06;25;00029;V;00030;V;00036;V;00024;V;00019;V;00017;V;00014;V;00014;V;00013;V;00014;V;00010;V;00012;V;00018;V;00021;V;00023;V;00024;V;00026;V;00023;V;00020;V;00021;V;00019;V;00023;V;00035;V;00031;V
28;079;018;10;47;02;16;06;26;00017;V;00013;V;00011;V;00009;V;00009;V;00008;V;00011;V;00011;V;00008;V;00012;V;00012;V;00012;V;00014;V;00018;V;00021;V;00022;V;00019;V;00021;V;00021;V;00027;V;00026;V;00029;V;00037;V;00026;V
28;079;018;10;47;02;16;06;27;00016;V;00011;V;00011;V;00009;V;00009;V;00009;V;00011;V;00014;V;00017;V;00018;V;00017;V;00019;V;00024;V;00037;V;00039;V;00023;V;00022;V;00019;V;00022;V;00021;V;00025;V;00025;V;00027;V;00038;V
28;079;018;10;47;02;16;06;28;00037;V;00030;V;00019;V;00015;V;00016;V;00020;V;00026;V;00031;V;00030;V;00025;V;00030;V;00027;V;00034;V;00039;V;00037;V;00041;V;00039;V;00040;V;00048;V;00046;V;00040;V;00042;V;00039;V;00042;V
28;079;018;10;47;02;16;06;29;00044;V;00040;V;00032;V;00026;V;00034;V;00037;V;00034;V;00040;V;00054;V;00044;V;00036;V;00032;V;00029;V;00034;V;00039;V;00039;V;00041;V;00049;V;00050;V;00056;V;00043;V;00033;V;00037;V;00021;V
28;079;018;10;47;02;16;06;30;00013;V;00010;V;00008;V;00006;V;00009;V;00010;V;00014;V;00019;V;00021;V;00030;V;00032;V;00031;V;00024;V;00011;V;00020;V;00017;V;00008;V;00009;V;00011;V;00028;V;00032;V;00030;V;00022;V;00033;V
28;079;018;14;06;02;16;06;01;00116;V;00102;V;00084;V;00088;V;00081;V;00066;V;00050;V;00025;V;00025;V;00055;V;00064;V;00075;V;00081;V;00095;V;00105;V;00127;V;00136;V;00137;V;00126;V;00125;V;00114;V;00088;V;00080;V;00074;V
28;079;018;14;06;02;16;06;02;00093;V;00085;V;00054;V;00054;V;00060;V;00059;V;00032;V;00022;V;00017;V;00022;V;00031;V;00083;V;00090;V;00108;V;00128;V;00134;V;00139;V;00146;V;00153;V;00143;V;00119;V;00084;V;00068;V;00055;V
28;079;018;14;06;02;16;06;03;00031;V;00006;V;00023;V;00011;V;00017;V;00029;V;00036;V;00022;V;00007;V;00013;V;00045;V;00057;V;00083;V;00128;V;00142;V;00144;V;00142;V;00137;V;00131;V;00112;V;00103;V;00087;V;00070;V;00088;V
28;079;018;14;06;02;16;06;04;00091;V;00087;V;00087;V;00099;V;00098;V;00088;V;00063;V;00048;V;00034;V;00045;V;00052;V;00068;V;00089;V;00119;V;00134;V;00136;V;00140;V;00140;V;00134;V;00124;V;00117;V;00104;V;00077;V;00081;V
28;079;018;14;06;02;16;06;05;00080;V;00071;V;00052;V;00045;V;00053;V;00047;V;00018;V;00014;V;00043;V;00063;V;00069;V;00090;V;00114;V;00132;V;00130;V;00133;V;00135;V;00131;V;00126;V;00119;V;00111;V;00079;V;00072;V;00068;V
28;079;018;14;06;02;16;06;06;00058;V;00031;V;00005;V;00013;V;00014;V;00017;V;00020;V;00005;V;00006;V;00010;V;00014;V;00034;V;00083;V;00104;V;00113;V;00114;V;00111;V;00102;V;00097;V;00091;V;00078;V;00070;V;00061;V;00067;V
28;079;018;14;06;02;16;06;07;00055;V;00037;V;00009;V;00008;V;00006;V;00017;V;00007;V;00006;V;00012;V;00035;V;00045;V;00056;V;00076;V;00109;V;00119;V;00124;V;00116;V;00113;V;00114;V;00105;V;00091;V;00063;V;00018;V;00011;V
28;079;018;14;06;02;16;06;08;00007;V;00004;V;00003;V;00002;V;00002;V;00005;V;00005;V;00004;V;00009;V;00029;V;00050;V;00063;V;00076;V;00099;V;00127;V;00140;V;00134;V;00127;V;00120;V;00106;V;00094;V;00078;V;00052;V;00054;V
